index,delentropy
2276,7.61703022
2277,6.353388275
2278,6.114619491
2279,7.433960147
228,6.426901216
2280,7.426383555
2281,7.630773593
2282,7.223758126
2283,7.620436066
2284,7.4048548
2285,7.516850539
2286,7.849379357
2287,7.789126009
2288,7.555777663
2289,7.509800001
229,6.690885635
2290,7.675286198
2291,6.087716758
2297,7.550218355
2298,7.714490795
230,6.445955679
2300,8.117510245
2301,7.947636772
2302,8.115936991
2303,8.066977047
2304,8.02254213
231,6.695378132
2314,6.51452943
2316,6.989685406
2317,6.752143534
2318,7.167553508
2319,7.100827441
232,6.490437622
2320,7.004198801
2321,7.066109282
2322,6.938416668
2323,6.706690384
2324,7.039932447
2325,7.142216916
2326,6.982525156
2327,7.055068926
2328,6.757146101
2329,8.099331957
233,7.835747902
2334,7.844202499
2335,8.036360004
234,7.486943186
235,7.542548443
2354,6.614489878
2355,6.369005206
2356,6.473868489
2357,5.856459909
2358,6.474672518
2359,6.740113968
236,7.364137247
2360,6.237296245
2361,6.782707458
2362,6.744643528
2363,5.639009218
2364,6.017403595
2365,5.572967081
237,7.613531946
238,5.97414241
2384,6.96543633
2385,7.522832066
2386,6.088333539
2387,6.055148316
2388,6.199410371
2389,6.307825676
239,7.03866418
2390,6.532213721
2391,6.539917737
2392,7.441041972
2393,6.45754289
2394,6.338410516
2395,6.826441468
2396,6.4866359
2397,5.39342996
2398,5.751500036
240,7.68158388
2401,6.592165837
2402,6.586159303
2406,5.727044829
2407,5.730927078
2408,5.498948768
2409,5.498948768
241,7.499316919
2410,5.498948768
2411,6.182852978
2412,5.891802718
2413,5.923774463
2414,7.62385134
2415,7.892615851
2416,8.156133754
2419,6.827248507
242,8.211919005
2420,7.007118395
2421,7.067789629
2422,6.292057659
2423,7.40024699
2424,7.267271907
2425,6.990968356
2426,7.404132517
2427,7.061860719
2428,7.003980441
2429,6.91115277
243,6.526684548
2430,7.088825325
2431,7.207555439
2432,6.994467537
2433,6.758256135
2434,6.533506989
2435,6.913106927
2436,6.661381884
2437,7.455981208
2438,5.839163472
2456,6.120174414
2464,6.228404513
2465,5.956734505
2466,5.799191509
2468,7.592540734
2469,7.469895639
2470,7.389675144
2471,7.185573435
2472,7.291992371
2473,7.219837881
2474,7.053853339
2475,7.067015762
2476,7.033049988
2477,7.084190914
2478,7.396881167
2479,7.224980136
2480,8.002831626
2482,7.385442057
2483,8.298160925
2484,7.930866846
2485,6.946398587
2486,7.102131805
2487,7.09338104
2488,6.850295677
2489,7.569481932
2490,7.393731489
2491,7.486536637
2492,7.417382686
2493,7.416175809
2494,8.196816288
2495,7.45818379
2496,7.387075648
2497,8.158825245
2498,8.187881887
2499,8.092256272
2500,7.916151576
2501,7.965833419
2502,7.921400518
2503,7.092678909
2504,6.950615068
2505,6.918138345
2506,6.782803089
2507,7.747736479
2508,7.848286833
2509,7.803441104
2510,7.007665939
2511,6.77660406
2512,8.187595827
2513,8.105675879
2514,8.076200847
2515,8.224527805
2516,7.859476354
2517,6.775652309
2518,7.120946734
2519,6.950558271
2520,6.901815821
2521,9.081460008
2522,8.713329997
2523,8.982801891
2524,9.064932717
2525,8.987899425
2526,9.389321407
2527,7.105273254
2528,7.440747367
2529,7.810860384
253,6.511943716
2530,7.973992882
2531,7.835034627
2532,8.142142119
2533,7.730117174
2534,7.692533619
2535,7.626322767
2536,7.370238395
2537,7.29981944
2538,7.673800823
254,6.747647464
2562,5.624580603
2563,5.624580603
2564,5.821855608
2565,5.821855608
2566,6.324283082
2567,6.319483261
2568,6.325850766
2569,6.320200444
2583,6.757320085
2585,6.145457895
2586,6.559637441
2587,6.161501408
2598,6.492876571
2599,6.47293132
2600,6.304755785
2601,6.562664737
2602,6.510687209
2603,5.982622934
2604,6.582935234
2605,6.481273464
2606,6.796211682
2607,6.78214589
2621,6.602915534
2622,6.62010539
2623,6.198668162
2624,6.92630821
2625,6.968663169
2626,6.940148765
2627,7.134137937
2647,7.602170535
2648,7.602170535
2649,7.563950873
2650,6.860817412
2652,6.864918485
2653,7.102551722
2654,6.899709771
2655,7.151703464
2656,8.006423779
2657,7.311842568
2658,7.601702387
2659,7.403137183
2660,7.365499728
2661,7.547670608
2662,8.080907512
2663,8.231045056
2664,7.345918194
2665,7.286326642
2666,7.185408133
2667,7.395930654
2668,7.190306231
2669,6.974792773
2670,7.418200229
2671,7.380490449
2672,6.82707371
2673,6.591895229
2674,6.90381192
2675,7.449711746
2676,7.740266235
2677,7.223031961
2678,7.301015221
2679,6.923573746
2680,6.993885594
270,8.086816159
271,8.014622555
2713,6.802175436
2714,6.758572712
2716,6.471513791
2720,6.323284712
2721,6.761273997
2722,6.941256211
2723,6.832838838
2724,8.126000779
2732,8.944710907
2733,9.023313226
2734,9.196427325
2735,9.482388226
2736,7.904536684
2737,7.995077155
2738,9.09727317
2739,9.290470955
2740,7.969372195
2741,8.000398749
2742,8.773409739
2743,8.81639101
2744,9.00966312
2745,9.255054038
2746,7.71290351
2747,7.760242267
2748,8.997197289
2749,9.219635748
2750,7.895308709
2751,7.92390774
2762,6.577081127
2766,6.480026086
2767,6.220706152
2768,6.756877718
2769,6.713570836
2770,6.297416372
2771,6.534276677
2772,6.244141225
2773,7.155264748
2774,6.820126588
2775,7.012796111
2776,6.954107326
2777,6.538982644
2778,6.353875361
2779,6.405597367
2781,6.343677007
2782,6.326601936
2783,6.88130385
2784,6.863325808
2785,6.863635454
2786,6.784240627
2787,7.174117121
2788,6.93732682
2789,6.899685885
2790,6.851872072
2791,7.228198104
2792,7.334592805
2793,7.132457635
2794,7.125526012
2796,7.797335047
2797,8.461578123
2798,7.638543855
2799,6.896514671
2800,7.884670899
2801,6.863554356
2802,6.825529936
2803,6.78246726
2804,6.91210421
2805,6.651017843
2806,6.916763012
2807,6.90870848
2808,6.624096172
2809,6.598809888
2810,6.602024277
2826,6.775574431
2827,6.846918857
2828,6.753768933
2829,6.866320208
2830,6.778738227
2832,6.921867982
2833,6.98193199
2835,7.272577775
2836,7.34703779
2838,7.37618699
2839,7.426399631
2840,7.505254552
2841,7.06353014
2842,7.14737896
2843,7.567485303
2844,6.853843478
2845,6.886421881
2846,7.030634377
2847,6.947130512
2853,6.386872514
2854,6.833323679
2855,6.923677523
2856,6.887628123
2857,6.30146616
2858,6.559267647
2859,6.947074827
286,7.075296056
2860,6.974361631
2861,7.727327203
2862,7.091682106
2863,8.315815293
2864,7.441282693
2865,7.765396969
2866,7.652887381
2867,7.658529744
2868,7.732031453
2869,7.699926694
287,7.006395579
2870,5.65060816
2871,5.838110141
288,7.622263509
2884,5.695177389
2885,6.027510603
2886,5.901880544
2887,6.245435014
2888,5.885586541
2889,5.545487156
289,7.085290076
2891,5.617727763
2893,5.57824119
2895,6.344639461
2896,6.697543397
2897,6.510741446
290,7.079889127
2903,6.753110583
2904,6.809644071
2905,6.798979328
2906,6.833047623
2907,6.149300484
2908,6.359809502
2909,4.928541635
291,7.175010976
2911,6.832861997
2912,6.329468143
292,6.62266088
293,7.542644708
2931,6.892242068
2932,6.732201611
2933,6.446739664
2934,6.879294837
2935,6.374178043
2936,6.815186905
2937,7.06822409
2938,7.333128659
294,6.68293012
295,6.870462412
2954,5.780195375
2955,6.086588453
296,7.46706739
2969,5.715015341
297,7.078721893
2970,5.959403756
2971,6.358450071
2972,5.923786677
2973,5.800128813
298,7.324974332
299,7.177134392
2993,6.630629943
2995,5.813300486
2996,6.565173841
2998,6.093700044
2999,6.205862697
300,7.352173694
3000,6.166292955
3001,6.126746883
3002,5.957575946
3003,6.243293805
3004,6.099052444
3005,6.1856164
3006,6.17427267
3007,6.162861858
3008,6.132409158
3009,6.081060681
301,7.399009255
3010,6.293706618
3011,6.029798034
3012,5.671188049
3016,6.895907956
3017,7.118694581
3018,6.687215112
302,7.33586303
3029,6.719624192
303,7.13387855
3030,6.661083467
3031,6.677754107
3032,6.638040196
304,7.034392274
3046,6.425252374
3047,5.803188462
3048,5.816856622
3049,5.791850674
305,7.434480052
3050,5.839225777
3051,5.850356226
3052,5.820894979
3053,5.845504692
3054,5.725922526
3055,5.708806195
3056,5.870860678
306,7.393347803
3064,6.71318402
3067,7.924350344
3069,9.043617676
307,7.308675367
3070,8.956549994
3071,8.338583808
3074,8.607507136
3075,8.672440816
3076,9.233643037
3077,6.448825302
3078,7.020817637
3079,6.897309169
308,7.157269681
3080,7.031287939
3081,7.287437659
3082,7.178188929
3083,7.514811344
3084,7.234926507
3085,7.481615415
3086,7.639958267
3087,6.634583311
3088,7.603081786
3089,7.847061137
309,7.263368061
3090,7.663962424
3092,5.469903279
3096,6.074725702
310,7.255211506
3102,6.368783339
3103,6.151045388
3104,7.043098807
3105,6.79355737
3106,7.402687408
3107,8.209217992
311,7.57674546
3119,6.651916492
312,7.331448111
3120,6.512286237
3121,6.479880989
3122,6.336690604
3123,6.350720302
3129,7.141584748
313,7.429202074
3135,6.207738421
3136,5.977582526
3137,5.926343233
3138,6.887263368
3139,6.330989876
314,7.406948374
3140,5.105920635
315,7.106328398
316,7.083453152
317,7.361052213
3178,5.97451827
3179,6.025858924
3180,5.954649007
3181,5.921573515
3182,5.984357517
3187,5.970699858
3189,6.0309109
3190,5.886963193
3191,5.900530011
3192,6.057055487
3193,6.193468025
3194,5.823258762
3195,6.391381317
3196,6.448093208
3197,6.433550924
3198,6.576259695
3199,6.566833299
3200,6.659674093
3201,6.986215698
3202,6.868906199
3203,6.801009939
3204,6.805834835
3205,7.008013474
3206,7.052482541
3207,6.927094375
3208,6.873081805
3209,6.833061743
3210,7.444171273
3211,6.863256809
3212,6.977512157
3213,6.948083793
3214,7.106255615
3215,7.072509155
3216,6.918977262
3217,7.076437285
3218,7.027370989
3219,7.19212688
3220,7.435911597
3221,7.474849278
3222,8.001314023
3223,9.090759694
3224,6.737852995
3225,6.441783207
3226,6.89076935
3227,6.733631779
3228,6.795244103
3229,7.244539941
3230,7.082909656
3231,6.919444137
3232,6.501595251
3233,6.564274882
3234,6.928356539
3235,6.847785191
3236,6.923358767
3237,6.48144003
3238,7.227132801
3239,6.641557609
3240,6.925214057
3241,7.664291245
3242,7.525384147
3243,8.129325711
3244,7.462349952
3245,8.012554737
3246,8.115117591
3247,7.147557564
3248,6.824408201
3249,7.076587611
3250,6.728311397
3251,7.687331615
3254,7.57683598
3255,7.57784375
3256,7.411856784
3258,6.049385991
3259,7.384734444
3260,7.384734444
3261,6.583889807
3262,7.252702372
3263,7.252702372
3264,7.497671285
3265,6.04750563
3266,7.488266391
3267,8.100898554
3268,8.389619255
3269,6.203901993
3270,7.496461454
3271,7.205290972
3272,7.119084064
3273,6.969997552
3274,7.043073159
3275,7.416244404
3276,7.248982419
3279,7.406594647
3280,7.273141904
3281,7.006636062
3282,7.297051152
3283,7.633584414
3284,8.018490913
3285,7.274772776
3286,7.150615101
3287,7.184627668
3288,6.400700803
3289,7.161083596
3290,7.906796058
3291,8.0348819
3292,7.402331104
3293,7.595259814
3294,7.196974709
3295,7.166151541
3296,7.162034909
3297,7.207445176
3298,7.088474375
3299,7.187821364
3300,7.012100601
3301,6.968621351
3302,7.006913753
3303,7.654377118
3304,7.815614279
3305,7.676643255
3306,7.976310487
3307,8.099435978
3308,8.584777651
3309,7.631793548
3310,7.717780826
3311,8.033393907
3312,8.158662734
3313,8.621636919
3314,7.729288298
3315,7.450709966
3316,7.530983791
3317,8.076629379
3318,7.142080024
3319,7.116797936
3320,6.931503572
3321,7.549913568
3322,7.240432897
3323,8.058541468
3324,8.362463935
3325,8.302079125
3326,8.19752892
3327,8.078341284
3328,8.00527545
3329,7.89728483
3330,7.86696332
3331,7.878502205
3332,8.108554406
3333,7.71387266
3334,8.122201383
3335,7.987710087
3336,8.123735885
3337,6.982419176
3338,7.149506454
3339,7.548870837
3340,7.855915761
3341,7.963097042
3361,8.056635441
3362,7.947464009
3363,7.943553334
3364,7.781623097
3365,6.733068489
3366,6.919321635
3367,7.672344024
3368,8.016013122
3369,7.793764966
3370,8.037898616
3371,6.598980975
3372,6.598944622
3373,6.927345342
3374,6.918358505
3375,6.612766954
3376,6.751581677
3377,8.482896725
3378,7.996656843
3379,8.022814664
3380,8.379805012
3381,8.413927195
3382,5.712455086
3383,6.801623825
3384,8.78959957
3398,8.457378922
3399,7.933036653
3400,7.988499837
3403,7.262424582
3417,7.796757268
3418,7.630386674
3419,7.487351459
3423,7.549864944
3424,7.013849962
3425,7.209745885
3426,7.138937038
3427,8.443895671
3428,8.299476802
3429,8.214050266
3430,7.60045979
3431,7.652470945
3432,8.106142741
3439,7.922142917
3440,7.394780616
3441,7.622826129
3442,7.183916838
3443,7.561351395
3444,7.516374165
3445,7.333855362
3446,7.633110846
3447,7.740588088
3448,7.60169314
3449,7.571496106
3450,7.61937356
3451,7.961761194
3452,7.181881093
3453,7.615216527
3454,7.575766508
3455,7.574998977
3456,7.455198972
3457,8.015688986
3458,7.25491902
3459,7.650065238
3460,7.183916838
3461,7.501826357
3462,7.483355532
3463,7.000845567
3464,7.256025203
3465,7.25538224
3466,7.226291289
3475,6.690359522
3476,6.588470114
3477,6.862369851
3478,6.862369851
3479,6.948414816
3480,6.861608755
3481,6.862369851
3482,6.862369851
3483,6.862369851
3484,6.862369851
3485,6.862369851
3486,6.862369851
3487,6.862369851
3488,6.862369851
3489,6.862369851
3490,7.2541654
3491,7.186177952
3492,7.190390005
3493,7.186177952
3494,7.186177952
3495,7.192100349
3496,7.219208722
3497,7.497842159
3498,7.535490401
3499,7.432709384
35,6.767453928
3500,7.503182285
3501,7.114642692
3502,7.315961038
3503,7.295219103
3504,7.088042452
3505,7.081710269
3506,7.845845142
3507,7.772522144
3508,7.735214142
3509,8.102301174
3510,6.492198656
3511,6.492670665
3512,7.125534003
3513,7.135742415
3515,6.924404883
3516,7.267635799
3520,7.19939078
3521,7.978542941
3524,7.890715348
3529,7.348248287
3532,7.451492027
3533,6.997552582
3534,7.226602203
3535,7.711289173
3536,7.692551413
3537,7.55748835
3538,7.177774523
3539,7.51378469
3540,7.820698927
3541,7.770390706
3542,7.892357435
3543,6.983970548
3544,7.670148896
3545,6.926382326
3546,7.040720373
3547,6.824294259
3548,7.443156466
3549,7.17363793
3550,7.017316595
3551,6.416279348
3552,6.185835619
3553,6.579831636
3554,6.944274999
3555,6.988894466
3556,6.549253613
3557,6.970217883
3558,6.930908512
3559,6.951480982
3560,8.00468521
3561,8.018569659
3562,7.356392447
3563,7.871411621
3564,8.296335061
3565,7.943655693
3566,7.997842976
3567,7.86936331
3568,7.36243991
3569,8.293919657
357,7.063234934
3570,6.04592334
3571,6.824626428
3573,7.132206804
3574,6.87457565
3576,7.000910956
3578,7.056554595
3579,6.706590086
358,7.337813533
3581,7.049203742
3583,7.381873399
3584,7.820698927
3585,7.463304789
3586,6.967490749
3587,6.844874838
3588,7.102217675
3589,7.860693187
359,7.355544849
3590,6.919033431
3591,7.016851224
3594,6.864868787
3595,7.111063421
36,6.416532451
360,7.027413784
3600,6.993728682
3601,6.765348789
3604,6.841603963
3605,7.020160626
3606,8.392990744
3607,8.178233005
3608,8.221332611
3609,7.857420298
3610,7.872888909
3614,7.826680595
3615,6.824767789
3616,6.867639179
3617,7.885963552
3618,7.997261564
3619,7.169447377
3620,7.799836485
3621,7.499462042
3622,6.812848736
3623,7.579608758
3624,7.560459304
3625,7.893434236
3626,7.032647078
3627,7.300600817
3628,7.02408596
3629,6.980245845
3630,6.693071754
3631,6.69282213
3632,8.607817342
3634,7.63739111
3635,8.058482172
3636,7.343455263
3637,7.108796396
3638,7.551301543
3639,7.823565847
3640,8.063117054
3641,8.041574793
3642,7.354628154
3643,7.282643764
3644,7.131352079
3645,7.107241172
3646,6.946076182
3679,6.089216196
3691,7.21475978
3692,7.185886491
3693,7.148634325
3694,7.353029004
3695,7.718985779
3696,7.340086203
3697,7.680936624
3698,7.94797243
37,6.392590113
3700,7.364678483
3701,7.180561908
3702,7.059695079
3703,6.448809246
3704,6.448314497
3705,6.54113062
3706,6.558056088
3707,6.06113711
3708,6.092020191
3709,6.004943819
371,6.652671509
3710,5.837052564
372,6.635536925
3721,6.892219647
3722,6.887851678
373,6.698980652
374,6.48197734
375,6.642889858
376,6.69497838
3761,7.463902153
3762,7.395295857
3764,6.98095202
3765,7.468869785
3766,7.287749434
