Index,Property Prices,Longitude,Latitude,Size,Floor,Highest floor,Units,Parking,Heating,Year,Delentropy,Delentropy_d,Dist. Green,Dist. Water,Dist. Subway,Bus Stop,Dist. CBD,Top Univ.,High School,Sex Ratio,Population,Pop. Density,Higher Degree,Young Population,Median Age,Old Population,Spring,Fall,Winter
3525,10.90961899,126.879933,35.139797,185.78,9,24,377,2.15,0,2006,7.452453397,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,0,0,1
3525,10.97507117,126.879933,35.139797,185.78,10,24,377,2.15,0,2006,7.452453397,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,0,0,1
3525,10.8704714,126.879933,35.139797,185.78,3,24,377,2.15,0,2006,7.452453397,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3525,11.12726298,126.879933,35.139797,185.78,4,24,377,2.15,0,2006,7.452453397,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,0,0,0
3523,10.75363848,126.879933,35.139797,124.38,21,24,377,2.15,0,2006,7.274528834,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,100.6857566,21656,26735.80247,18.91952102,17.08995198,42.3,10.88381973,0,0,1
3523,10.71441777,126.879933,35.139797,124.38,8,24,377,2.15,0,2006,7.274528834,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3523,10.6666271,126.879933,35.139797,124.38,1,24,377,2.15,0,2006,7.274528834,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3524,10.86856845,126.879933,35.139797,147.64,11,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,100.6857566,21656,26735.80247,18.91952102,17.08995198,42.3,10.88381973,0,0,1
3524,10.86379517,126.879933,35.139797,147.64,20,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3524,10.88743693,126.879933,35.139797,147.64,6,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3524,10.91508846,126.879933,35.139797,147.64,11,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,1,0,0
3524,10.95080655,126.879933,35.139797,147.64,3,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,0,0,0
3524,11.14908203,126.879933,35.139797,147.64,20,24,377,2.15,0,2006,7.517932687,,5.242883568,7.462078428,7.464292788,10,3493.985976,38,30,96.92002882,10933,14774.32432,30.54873055,10.65581268,42.5,16.18037135,0,1,0
611,9.305650552,126.786686,35.15214,59.88,3,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,1,0,0
611,9.239899174,126.786686,35.15214,59.88,4,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,0,0
611,9.220290703,126.786686,35.15214,59.88,4,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,0,0
611,9.259130536,126.786686,35.15214,59.88,13,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,1,0
611,9.259130536,126.786686,35.15214,59.88,11,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,1,0
611,9.239899174,126.786686,35.15214,59.88,9,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,1,0
611,9.210340372,126.786686,35.15214,59.88,11,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,1,0
611,9.179881164,126.786686,35.15214,59.88,3,13,175,0.8,0,1997,6.608973384,4.61694676,5.119646507,6.266313128,7.657128718,5,6529.093678,3,4,104.1837421,33382,1869.092945,25.4460994,18.74662992,35.1,8.711281529,0,0,1
3090,8.9226583,126.874699,35.157326,55.29,5,5,80,0.7,0,1982,7.024793336,2.335544747,6.165856918,7.011830428,6.674360524,11,2337.21306,40,24,93.00242131,15942,13285,37.45119911,10.02383641,38.9,15.41839167,0,0,1
3090,8.895629627,126.874699,35.157326,55.29,3,5,80,0.7,0,1982,7.024793336,2.335544747,6.165856918,7.011830428,6.674360524,11,2337.21306,40,24,93.00242131,15942,13285,37.45119911,10.02383641,38.9,15.41839167,1,0,0
3090,9.047821442,126.874699,35.157326,55.29,2,5,80,0.7,0,1982,7.024793336,2.335544747,6.165856918,7.011830428,6.674360524,11,2337.21306,40,24,93.00242131,15942,13285,37.45119911,10.02383641,38.9,15.41839167,1,0,0
3090,9.005773206,126.874699,35.157326,55.29,3,5,80,0.7,0,1982,7.024793336,2.335544747,6.165856918,7.011830428,6.674360524,11,2337.21306,40,24,93.00242131,15942,13285,37.45119911,10.02383641,38.9,15.41839167,0,0,0
3372,11.00209984,126.83923,35.145462,175.31,11,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3372,10.96474405,126.83923,35.145462,175.31,6,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3372,10.98529272,126.83923,35.145462,175.31,5,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3372,11.00209984,126.83923,35.145462,175.31,6,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3372,10.95080655,126.83923,35.145462,175.31,9,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3372,10.81977828,126.83923,35.145462,175.31,2,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3372,10.97164063,126.83923,35.145462,175.31,5,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3372,10.95080655,126.83923,35.145462,175.31,3,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3372,11.10495723,126.83923,35.145462,175.31,3,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3372,10.98529272,126.83923,35.145462,175.31,6,15,364,2.76,0,2010,6.464709637,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3375,11.15625052,126.83923,35.145462,185.99,12,15,364,2.76,0,2010,6.60407233,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3369,10.98189713,126.83923,35.145462,173.05,5,15,364,2.76,0,2010,7.742722309,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3369,10.96301245,126.83923,35.145462,173.05,2,15,364,2.76,0,2010,7.742722309,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3363,10.59162219,126.83923,35.145462,152.65,5,15,364,2.76,0,2010,6.36872706,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,1
3363,11.03488966,126.83923,35.145462,152.65,3,15,364,2.76,0,2010,6.36872706,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3362,10.87237073,126.83923,35.145462,152.23,15,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.84933709,126.83923,35.145462,152.23,15,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.89673933,126.83923,35.145462,152.23,9,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.86666187,126.83923,35.145462,152.23,9,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.88369161,126.83923,35.145462,152.23,8,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.91508846,126.83923,35.145462,152.23,10,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3362,10.87426647,126.83923,35.145462,152.23,12,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3362,10.90595598,126.83923,35.145462,152.23,5,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3362,10.91508846,126.83923,35.145462,152.23,14,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3362,10.89673933,126.83923,35.145462,152.23,12,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,1,0
3362,11.06663836,126.83923,35.145462,152.23,4,15,364,2.76,0,2010,6.423951086,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,1,0
3373,10.96819829,126.83923,35.145462,175.44,14,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3373,10.96819829,126.83923,35.145462,175.44,15,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3373,10.93310697,126.83923,35.145462,175.44,10,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3373,10.95080655,126.83923,35.145462,175.44,4,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3373,10.92952915,126.83923,35.145462,175.44,5,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3373,10.97678203,126.83923,35.145462,175.44,9,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3373,10.99541085,126.83923,35.145462,175.44,7,15,364,2.76,0,2010,6.626687686,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,1,0
3371,10.95080655,126.83923,35.145462,174.31,7,15,364,2.76,0,2010,6.951150827,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3371,10.858999,126.83923,35.145462,174.31,14,15,364,2.76,0,2010,6.951150827,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3376,11.08674732,126.83923,35.145462,187.58,6,15,364,2.76,0,2010,7.258363139,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,1,0,0
3365,10.93310697,126.83923,35.145462,159.19,9,15,364,2.76,0,2010,6.929273651,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3365,10.89673933,126.83923,35.145462,159.19,3,15,364,2.76,0,2010,6.929273651,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3364,10.95080655,126.83923,35.145462,154.36,1,15,364,2.76,0,2010,6.353407274,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,0,0
3370,11.00043178,126.83923,35.145462,171.29,1,15,364,2.76,0,2010,6.691042503,,5.270265602,5.789797399,6.076602204,4,1908.768614,21,12,93.72986369,31268,9832.704403,40.11311885,12.92055776,37.6,9.802353844,0,1,0
613,9.903487553,126.828928,35.218735,99.96,2,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
613,9.975808214,126.828928,35.218735,99.96,7,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
613,9.952277717,126.828928,35.218735,99.96,1,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
613,9.903487553,126.828928,35.218735,99.96,4,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
613,9.928180165,126.828928,35.218735,99.96,14,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,0
613,9.903487553,126.828928,35.218735,99.96,9,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.998797732,126.828928,35.218735,99.96,7,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.846917201,126.828928,35.218735,99.96,1,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.952277717,126.828928,35.218735,99.96,14,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.989665249,126.828928,35.218735,99.96,8,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.903487553,126.828928,35.218735,99.96,9,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
613,9.957028319,126.828928,35.218735,99.96,10,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
613,9.952277717,126.828928,35.218735,99.96,6,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
613,10.02791513,126.828928,35.218735,99.96,10,15,348,1.1,0,1998,6.902529891,3.643929374,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
612,9.867860375,126.828928,35.218735,86.11,14,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,1
612,9.908475094,126.828928,35.218735,86.11,14,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
612,9.76995616,126.828928,35.218735,86.11,1,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
612,9.740968623,126.828928,35.218735,86.11,1,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
612,9.76995616,126.828928,35.218735,86.11,3,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
612,9.83091686,126.828928,35.218735,86.11,13,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,1,0,0
612,9.71111566,126.828928,35.218735,86.11,15,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,0
612,9.814656339,126.828928,35.218735,86.11,13,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,0,0
612,9.809176873,126.828928,35.218735,86.11,13,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.893437217,126.828928,35.218735,86.11,12,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.746833742,126.828928,35.218735,86.11,13,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.752664663,126.828928,35.218735,86.11,2,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.825526011,126.828928,35.218735,86.11,3,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.885832617,126.828928,35.218735,86.11,3,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.898475011,126.828928,35.218735,86.11,7,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.878169745,126.828928,35.218735,86.11,10,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
612,9.798127037,126.828928,35.218735,86.11,10,15,348,1.1,0,1998,5.81511099,,5.950383764,7.377869001,9.241199934,24,6283.47651,8,9,99.13007796,24264,10929.72973,31.72610556,13.32838773,38.5,6.668315199,0,1,0
1208,9.532423871,126.902648,35.127539,59.88,7,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,1
1208,9.532423871,126.902648,35.127539,59.88,16,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,1
1208,9.71111566,126.902648,35.127539,59.88,19,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,1
1208,9.46498259,126.902648,35.127539,59.88,2,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,1,0,0
1208,9.609116492,126.902648,35.127539,59.88,20,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,1,0,0
1208,9.61580548,126.902648,35.127539,59.88,12,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1208,9.648595303,126.902648,35.127539,59.88,12,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1208,9.487972109,126.902648,35.127539,59.88,15,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1208,9.648595303,126.902648,35.127539,59.88,5,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1208,9.723163998,126.902648,35.127539,59.88,4,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,1,0
1208,9.609116492,126.902648,35.127539,59.88,1,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,1,0
1208,9.472704636,126.902648,35.127539,59.88,8,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,1,0
1209,9.947504438,126.902648,35.127539,84.55,9,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1209,9.825526011,126.902648,35.127539,84.55,3,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1209,9.898475011,126.902648,35.127539,84.55,9,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1209,9.61580548,126.902648,35.127539,84.55,14,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1209,9.740968623,126.902648,35.127539,84.55,2,20,302,0.8,0,1997,7.334356316,1.673735193,5.890142692,7.540356386,8.084999958,10,6063.556179,30,26,94.84546071,20110,15834.64567,34.37038719,12.41173545,37.6,13.87369468,0,0,0
1501,9.989665249,126.920253,35.163581,84.78,10,23,229,0.91,0,1998,7.155593257,,6.734680503,7.47963413,7.573651759,25,6885.051012,42,26,98.46258196,8778,15400,36.66099699,12.9300524,44.8,19.9703805,1,0,0
1501,10.03451581,126.920253,35.163581,84.78,5,23,229,0.91,0,1998,7.155593257,,6.734680503,7.47963413,7.573651759,25,6885.051012,42,26,98.46258196,8778,15400,36.66099699,12.9300524,44.8,19.9703805,1,0,0
